"company_id","grant_id"
"RU-AEO-327103","GR-A267276-RY1"
"RU-MDE-694495","GR-A267276-RY1"
"RU-TME-403582","GR-A267276-RY1"
"BE-SPI-852086","GR-A268751-ST5"
"RU-AGW-290494","GR-A268751-ST5"
"RU-HEL-130979","GR-A268751-ST5"
"RU-OIA-235814","GR-A268751-ST5"
"RU-RTR-422462","GR-A268751-ST5"
"BE-JIS-419372","GR-A269400-LE1"
"ES-GRA-721781","GR-A269400-LE1"
"FR-KOT-621289","GR-A269400-LE1"
"RU-END-623121","GR-A269400-LE1"
"RU-MOT-897893","GR-A269400-LE1"
"BY-H6R-508178","GR-A281529-HE6"
"DE-IIX-412314","GR-A297882-BA4"
"ES-GOO-221536","GR-A297882-BA4"
"IT-LIB-957530","GR-A297882-BA4"
"FR-FMF-295274","GR-A307741-WO9"
"PL-ASA-213688","GR-A307741-WO9"
"GB-ROC-410090","GR-A317065-JO8"
"UA-WOL-766012","GR-A317065-JO8"
"CH-ELA-646716","GR-A319974-RO1"
"GB-OXY-389303","GR-A319974-RO1"
"RU-BEY-317254","GR-A319974-RO1"
"RU-END-623121","GR-A319974-RO1"
"ES-BBT-788124","GR-A325570-DO1"
"GB-ICH-533332","GR-A325570-DO1"
"DE-ARO-587575","GR-A328926-HO0"
"ES-SSU-717510","GR-A328926-HO0"
"IT-LIB-957530","GR-A328926-HO0"
"MK-CUR-877444","GR-A328926-HO0"
"RU-DIM-486956","GR-A328926-HO0"
"FR-YEE-660260","GR-A355064-BU8"
"GB-LAT-519568","GR-A355064-BU8"
"DE-ONU-910753","GR-A362449-DE7"
"GB-RTD-848821","GR-A362449-DE7"
"GB-ROC-410090","GR-A371102-AR2"
"GB-ROC-410090","GR-A379168-WI6"
"IT-ROM-192124","GR-A379168-WI6"
"PL-3FH-280058","GR-A379168-WI6"
"UA-AJA-935443","GR-A379168-WI6"
"UA-PEA-333114","GR-A379168-WI6"
"DE-THT-699156","GR-A405828-WA0"
"RU-MAD-277696","GR-A405828-WA0"
"RU-RDO-954064","GR-A405828-WA0"
"ES-AFT-628999","GR-A406566-PA2"
"DE-TCI-824729","GR-A407722-LE5"
"DE-WDE-415347","GR-A407722-LE5"
"ES-SUI-352055","GR-A407722-LE5"
"RU-SNF-819623","GR-A407722-LE5"
"BG-BOT-940919","GR-A413096-ST8"
"IT-PFL-869014","GR-A413096-ST8"
"RO-GKM-869992","GR-A413096-ST8"
"RO-MAI-558926","GR-A413096-ST8"
"RU-LOV-726621","GR-A413096-ST8"
"RU-PBO-880358","GR-A427860-AL6"
"DE-YFH-342760","GR-A436054-GO7"
"GB-THR-122544","GR-A436054-GO7"
"RU-SLE-864735","GR-A436054-GO7"
"BG-JPR-635280","GR-A436260-CL5"
"ES-WLH-342597","GR-A436260-CL5"
"DE-TIN-907581","GR-A442261-GU8"
"GB-1XX-977806","GR-A442261-GU8"
"HU-JAI-577187","GR-A442261-GU8"
"IT-ABA-777311","GR-A442261-GU8"
"RU-BLA-713991","GR-A442261-GU8"
"DE-BTW-837172","GR-A460784-CA9"
"FR-HHU-375623","GR-A460784-CA9"
"IT-ABA-777311","GR-A460784-CA9"
"PL-EPT-256189","GR-A460784-CA9"
"DE-EAG-908687","GR-A485623-DA1"
"RO-ALS-109141","GR-A485623-DA1"
"RO-KAL-212770","GR-A485623-DA1"
"DK-IMA-560238","GR-A499443-MA7"
"FR-STI-442645","GR-A499443-MA7"
"IT-PFL-869014","GR-A499443-MA7"
"LT-SSI-851965","GR-A499443-MA7"
"NO-SRO-459373","GR-A499443-MA7"
"DE-WLA-579409","GR-A500734-JO4"
"NL-CME-566682","GR-A500734-JO4"
"DE-PC&-776539","GR-A505093-JO4"
"RU-TBA-289699","GR-A505093-JO4"
"DE-ARO-587575","GR-A512492-MC1"
"ES-TMC-307992","GR-A512492-MC1"
"GB-TVU-478654","GR-A512492-MC1"
"RU-PLI-594922","GR-A512492-MC1"
"AT-FEM-585738","GR-A524978-MC1"
"UA-ITI-108374","GR-A524978-MC1"
"UA-PEA-333114","GR-A524978-MC1"
"BE-JIS-419372","GR-A526475-DA5"
"DE-TBO-328344","GR-A526475-DA5"
"PL-TJT-802566","GR-A526475-DA5"
"RU-SFI-123652","GR-A526475-DA5"
"FR-STI-442645","GR-A527067-FR9"
"BG-BOT-940919","GR-A535051-BA3"
"IT-LEM-769747","GR-A535051-BA3"
"PL-ASA-213688","GR-A535051-BA3"
"PL-LAO-317239","GR-A535051-BA3"
"RO-KAL-212770","GR-A536817-AL5"
"SK-TRA-454715","GR-A536817-AL5"
"UA-RDO-539838","GR-A536817-AL5"
"GB-BSU-386666","GR-A548949-CR2"
"RU-DOO-383659","GR-A548949-CR2"
"GB-BTR-920811","GR-A551054-TH7"
"GB-EIG-131181","GR-A551054-TH7"
"GB-LWI-348320","GR-A551054-TH7"
"RU-SOX-610412","GR-A551054-TH7"
"BY-LIS-848091","GR-A554684-MC3"
"ES-LTI-855912","GR-A554684-MC3"
"IT-ABA-777311","GR-A554684-MC3"
"RU-SOT-422534","GR-A554684-MC3"
"RU-TME-403582","GR-A554684-MC3"
"BE-JIS-419372","GR-A589428-RE3"
"DE-ARU-233436","GR-A600441-JE7"
"ES-DEL-813896","GR-A600441-JE7"
"ES-SOT-942791","GR-A600441-JE7"
"IT-SCL-529747","GR-A600441-JE7"
"FR-FKI-417761","GR-A603616-BE9"
"UA-MIT-591104","GR-A603616-BE9"
"BG-BOT-940919","GR-A606751-PA1"
"GB-PGR-265834","GR-A606751-PA1"
"HU-WYW-364814","GR-A606751-PA1"
"ES-AST-619513","GR-A627112-AN0"
"ES-SOT-942791","GR-A627112-AN0"
"ES-TB--457060","GR-A627112-AN0"
"RU-LAL-838636","GR-A627112-AN0"
"RU-SFI-123652","GR-A627112-AN0"
"RU-DON-298848","GR-A633974-LA4"
"UA-ITI-108374","GR-A640891-CL5"
"DE-RIL-486985","GR-A663136-ME0"
"IT-SFT-722446","GR-A663136-ME0"
"RU-DGE-880046","GR-A663136-ME0"
"GB-HLA-581174","GR-A664836-PA6"
"ES-SOT-942791","GR-A680401-MU8"
"GB-PTE-788534","GR-A680401-MU8"
"GB-NAN-491704","GR-A683154-LI0"
"RO-EOM-399575","GR-A683154-LI0"
"DE-ITA-616606","GR-A689616-CR4"
"ES-CHI-927379","GR-A689616-CR4"
"RU-HLR-863609","GR-A689616-CR4"
"RU-ACT-852117","GR-A692602-WA9"
"RU-AGW-290494","GR-A692602-WA9"
"DE-AQU-240667","GR-A701341-JO3"
"ES-RCI-755079","GR-A701341-JO3"
"GB-RTD-848821","GR-A701341-JO3"
"RU-OBL-493972","GR-A701341-JO3"
"LT-SSI-851965","GR-A713538-MC1"
"ES-EWA-786086","GR-A720192-SM8"
"IT-RHE-778165","GR-A720192-SM8"
"RU-MOP-269468","GR-A720192-SM8"
"ES-XXX-737676","GR-A735213-HU6"
"RU-TSO-905732","GR-A735213-HU6"
"ES-DIA-368583","GR-A749569-WA4"
"GB-TAP-712392","GR-A749569-WA4"
"RU-TBL-585401","GR-A749569-WA4"
"UA-ABE-668114","GR-A749569-WA4"
"BG-AVA-233971","GR-A754045-MA3"
"DE-21X-625132","GR-A754045-MA3"
"IT-WAT-427327","GR-A754045-MA3"
"ES-HMD-721254","GR-A762783-BO3"
"RU-AOS-967411","GR-A762783-BO3"
"RU-KAX-469373","GR-A762783-BO3"
"DE-PSI-328932","GR-A775414-TH4"
"FR-HAR-518746","GR-A775414-TH4"
"RU-TME-403582","GR-A775414-TH4"
"SI-TDO-245532","GR-A775414-TH4"
"UA-TVR-736512","GR-A775414-TH4"
"CZ-ALI-120965","GR-A780162-LU3"
"DE-EPR-482316","GR-A780162-LU3"
"DE-WNE-490078","GR-A780162-LU3"
"FR-X10-654962","GR-A780162-LU3"
"RO-ABR-546213","GR-A780162-LU3"
"ES-SOT-942791","GR-A782274-RA3"
"GB-CON-150316","GR-A782274-RA3"
"RO-MUR-159548","GR-A782274-RA3"
"RU-WGO-913070","GR-A782274-RA3"
"DE-SSO-986668","GR-A794579-SA1"
"RU-DIS-289725","GR-A796641-HE2"
"RU-LRE-549891","GR-A796641-HE2"
"RU-RAM-347640","GR-A796641-HE2"
"DE-TYM-359438","GR-A804588-RY0"
"DE-LDE-652041","GR-A811846-AD8"
"HU-TCA-514766","GR-A811846-AD8"
"RU-ATM-816232","GR-A811846-AD8"
"RU-PLI-594922","GR-A811846-AD8"
"DE-PSI-328932","GR-A812589-GA1"
"ES-NMT-393167","GR-A812589-GA1"
"BA-KOT-640694","GR-A817697-HE9"
"DE-ENT-953119","GR-A817697-HE9"
"GB-CMI-488420","GR-A817697-HE9"
"DE-NEV-433398","GR-A831501-GU2"
"GB-RTD-848821","GR-A831501-GU2"
"RU-LRE-549891","GR-A831501-GU2"
"RU-TBB-408830","GR-A831501-GU2"
"CZ-ALI-120965","GR-A841189-WA1"
"GB-NAN-491704","GR-A841189-WA1"
"RU-IUT-295826","GR-A841189-WA1"
"RU-TTW-767791","GR-A841189-WA1"
"FR-DTT-756585","GR-A848361-SA1"
"GB-1XX-977806","GR-A848361-SA1"
"IT-SFT-722446","GR-A848361-SA1"
"ES-FYP-576992","GR-A853913-ST8"
"ES-TCI-216547","GR-A853913-ST8"
"RU-PLI-594922","GR-A860321-RO4"
"RU-RUN-256242","GR-A860321-RO4"
"AT-TGT-268399","GR-A864745-LI1"
"IE-PAR-637375","GR-A864745-LI1"
"PL-SDR-195740","GR-A864745-LI1"
"RU-CCA-375699","GR-A864745-LI1"
"RU-MAU-439970","GR-A864745-LI1"
"AT-VIO-100054","GR-A872699-JA2"
"DE-HOT-913774","GR-A872699-JA2"
"DE-SAN-206042","GR-A872699-JA2"
"RU-BOT-746129","GR-A872699-JA2"
"UA-MIT-591104","GR-A872699-JA2"
"BY-PSO-262273","GR-A875525-CO6"
"PL-SOS-952851","GR-A875525-CO6"
"ES-BBA-402355","GR-A883827-RO0"
"GB-NOT-627866","GR-A883827-RO0"
"NO-SCO-641719","GR-A883827-RO0"
"CZ-LGI-326032","GR-A890411-SH7"
"DE-EAG-908687","GR-A890411-SH7"
"ES-DEL-813896","GR-A890411-SH7"
"ES-GRA-721781","GR-A890411-SH7"
"RU-ESH-122359","GR-A890411-SH7"
"DE-SBI-173469","GR-A907045-TA5"
"ES-DMI-747289","GR-A907045-TA5"
"ES-DNA-331858","GR-A911235-ZI5"
"ES-IYF-959879","GR-A911235-ZI5"
"GB-NOT-627866","GR-A911235-ZI5"
"RU-MPI-622201","GR-A911235-ZI5"
"ES-DMI-747289","GR-A920844-CA0"
"FR-YEE-660260","GR-A920844-CA0"
"RU-HEL-130979","GR-A920844-CA0"
"RU-HEL-130979","GR-A932103-DE3"
"DE-WAL-133432","GR-A938742-HE2"
"GB-THR-122544","GR-A938742-HE2"
"RU-ACT-852117","GR-A938742-HE2"
"RU-TDS-120763","GR-A938742-HE2"
"ES-BBA-402355","GR-A938871-IB2"
"FR-HHU-375623","GR-A938871-IB2"
"PL-LAO-317239","GR-A938871-IB2"
"RU-ATM-816232","GR-A938871-IB2"
"BG-TIC-119777","GR-A946108-SE8"
"ES-EMQ-319208","GR-A946108-SE8"
"GB-ICH-533332","GR-A946108-SE8"
"RU-OBL-493972","GR-A946108-SE8"
"BY-H6R-508178","GR-A955202-SM8"
"ES-BBR-879261","GR-A955202-SM8"
"ES-DEL-813896","GR-A955202-SM8"
"IE-TWT-435819","GR-A955202-SM8"
"IT-SCL-529747","GR-A955202-SM8"
"ES-DEL-813896","GR-A961141-JO1"
"GB-GYB-303030","GR-A961141-JO1"
"RU-IRA-512562","GR-A961141-JO1"
"BA-KOT-640694","GR-A977054-GO6"
"RU-FLI-705823","GR-A977054-GO6"
"DE-SIT-785942","GR-A983614-DA3"
"DE-TSS-486618","GR-A983614-DA3"
"IE-BLU-333411","GR-A983614-DA3"
"PL-MFT-664159","GR-A983614-DA3"
"RO-MUR-159548","GR-A983614-DA3"
"DE-WDE-415347","GR-A990527-LI7"
"FR-DER-181086","GR-A990527-LI7"
"ES-GRI-535555","GR-A990790-WA6"
"GB-HCT-725079","GR-A990790-WA6"
"RU-TBL-585401","GR-A990790-WA6"
"RU-TCA-108989","GR-A990790-WA6"
"RU-WLR-109056","GR-A990790-WA6"
"CH-ELA-646716","GR-B104867-BU3"
"ES-RDI-718028","GR-B104867-BU3"
"ES-IYF-959879","GR-B172023-WI4"
"RU-BIT-641141","GR-B172023-WI4"
"DE-BLO-358828","GR-B175445-CA0"
"ES-WTP-152624","GR-B175445-CA0"
"PL-LAO-317239","GR-B175445-CA0"
"RU-SLE-864735","GR-B175445-CA0"
"RU-TGP-497506","GR-B175445-CA0"
"IT-LIB-957530","GR-B240181-GA2"
"LT-RNS-168984","GR-B240181-GA2"
"NO-MSI-983820","GR-B240181-GA2"
"RU-HBT-175115","GR-B240181-GA2"
"RU-TSS-250757","GR-B240181-GA2"
"AT-TGT-268399","GR-B249101-TH0"
"PL-ASA-213688","GR-B249101-TH0"
"RU-TBO-856773","GR-B249101-TH0"
"GB-BTA-447040","GR-B250473-AC0"
"GB-CON-150316","GR-B251175-PA9"
"PL-CRT-864116","GR-B251175-PA9"
"IT-GST-775188","GR-B252439-CH4"
"NL-BTB-369058","GR-B252439-CH4"
"ES-GHO-225479","GR-B278474-SH9"
"RU-LAT-563253","GR-B278474-SH9"
"RU-RAM-235343","GR-B278474-SH9"
"RU-ACT-852117","GR-B304767-HO8"
"RU-BAD-429041","GR-B304767-HO8"
"DE-NEV-433398","GR-B307476-HA8"
"DE-TYM-359438","GR-B307476-HA8"
"IT-SCR-834247","GR-B307476-HA8"
"BY-ANA-641524","GR-B353081-LY0"
"HU-6LS-982195","GR-B436433-WA3"
"RO-GKM-869992","GR-B436433-WA3"
"RU-HOL-613676","GR-B436433-WA3"
"GB-BTA-447040","GR-B446476-WA3"
"RU-ATM-816232","GR-B446476-WA3"
"DE-MVO-922088","GR-B462488-TH8"
"ES-BBA-402355","GR-B462488-TH8"
"ES-DIA-368583","GR-B462488-TH8"
"ES-TB--457060","GR-B462488-TH8"
"DE-NEV-433398","GR-B469197-ME0"
"PT-TSR-953035","GR-B469197-ME0"
"RO-ABR-546213","GR-B469197-ME0"
"RU-TSO-905732","GR-B469197-ME0"
"BY-H6R-508178","GR-B485234-OC1"
"HU-WYW-364814","GR-B485234-OC1"
"RU-BIT-641141","GR-B485234-OC1"
"RU-HEL-130979","GR-B485234-OC1"
"CZ-WAT-296106","GR-B486749-MY2"
"DE-BLO-358828","GR-B486749-MY2"
"DE-FTT-716277","GR-B486749-MY2"
"PT-TSR-953035","GR-B486749-MY2"
"BY-PSO-262273","GR-B519546-CA9"
"CH-ODE-629099","GR-B578729-BA0"
"DE-SIT-785942","GR-B578729-BA0"
"GR-TIW-788339","GR-B578729-BA0"
"DE-MSK-375153","GR-B581757-OW6"
"PL-HOM-247526","GR-B581757-OW6"
"RU-TBA-289699","GR-B581757-OW6"
"ES-COO-951075","GR-B592775-MA6"
"ES-FYP-576992","GR-B592775-MA6"
"RO-TST-562263","GR-B592775-MA6"
"RU-ESH-122359","GR-B592775-MA6"
"RU-BOB-128497","GR-B624078-HE7"
"RU-DIM-486956","GR-B624078-HE7"
"RU-SLE-864735","GR-B624078-HE7"
"UA-LAN-667093","GR-B624078-HE7"
"UA-TTR-938415","GR-B624078-HE7"
"GB-PTF-888947","GR-B624811-LO2"
"RU-RAM-235343","GR-B624811-LO2"
"DE-WDE-415347","GR-B632741-KA8"
"GB-OXY-389303","GR-B632741-KA8"
"DE-ARU-233436","GR-B665000-GR1"
"DE-FEI-236651","GR-B665000-GR1"
"ES-GOO-221536","GR-B665000-GR1"
"ES-XXX-737676","GR-B665000-GR1"
"DE-ITA-616606","GR-B715182-OL6"
"GB-BTR-920811","GR-B715182-OL6"
"GB-TCL-703003","GR-B715182-OL6"
"ES-XXX-737676","GR-B752055-HE8"
"RU-END-623121","GR-B752055-HE8"
"FR-ITW-179844","GR-B765814-WA7"
"UA-HOR-274923","GR-B765814-WA7"
"BG-JPR-635280","GR-B784410-SI0"
"CZ-WAT-296106","GR-B784410-SI0"
"DE-TWS-727312","GR-B784410-SI0"
"DE-ANT-460128","GR-B786997-HA4"
"ES-TBE-452899","GR-B786997-HA4"
"RU-DIS-289725","GR-B786997-HA4"
"RU-RAM-235343","GR-B786997-HA4"
"RU-TBB-408830","GR-B786997-HA4"
"AT-VIO-100054","GR-B793248-NG2"
"DE-SIT-785942","GR-B793248-NG2"
"GB-CON-150316","GR-B793248-NG2"
"RU-AFP-229303","GR-B793248-NG2"
"RU-AGW-290494","GR-B793248-NG2"
"DE-EAG-908687","GR-B816119-CO8"
"RU-SOM-879691","GR-B816119-CO8"
"ES-BFI-842081","GR-B822481-LI9"
"GB-PGR-265834","GR-B846164-BA4"
"RO-MAI-558926","GR-B846164-BA4"
"RU-DIM-486956","GR-B846164-BA4"
"CZ-LGI-326032","GR-B982173-JO1"
"ES-ANT-312143","GR-B982173-JO1"
"RU-RUN-256242","GR-B982173-JO1"
"FR-HDO-349256","GR-B994564-GI1"
"RU-TBO-856773","GR-B994564-GI1"
"FR-WIL-368540","GR-C101234-NE2"
"PL-PRA-757915","GR-C101234-NE2"
"PL-VOO-323362","GR-C101234-NE2"
"RO-CMD-837076","GR-C101234-NE2"
"BG-TIC-119777","GR-C115294-MO2"
"DE-BSS-508161","GR-C115294-MO2"
"ES-GRI-535555","GR-C115294-MO2"
"ES-LSP-276782","GR-C117553-DA0"
"DE-IIX-412314","GR-C123015-GA6"
"ES-TBE-452899","GR-C123015-GA6"
"RU-SUP-640063","GR-C123015-GA6"
"BY-ANA-641524","GR-C132389-BL0"
"DE-RIL-486985","GR-C132389-BL0"
"RU-DIS-289725","GR-C132389-BL0"
"RU-EBA-434047","GR-C132389-BL0"
"BE-SPI-852086","GR-C134162-MO6"
"GB-FHO-155437","GR-C134162-MO6"
"PL-BGI-238812","GR-C134162-MO6"
"UA-RFI-326760","GR-C134162-MO6"
"BY-H6R-508178","GR-C139064-PA8"
"DE-ENT-953119","GR-C139064-PA8"
"ES-BLA-843534","GR-C139064-PA8"
"ES-NMT-393167","GR-C139064-PA8"
"UA-TLO-470936","GR-C139064-PA8"
"ES-TBP-422860","GR-C141555-MO1"
"RS-HDN-717592","GR-C141555-MO1"
"RU-DGE-880046","GR-C141555-MO1"
"FR-ILL-421940","GR-C142852-CA5"
"GB-GYB-303030","GR-C142852-CA5"
"RU-BFA-424299","GR-C142852-CA5"
"RU-LOV-726621","GR-C142852-CA5"
"GB-BTA-447040","GR-C144704-GO8"
"PT-TSR-953035","GR-C144704-GO8"
"RU-BOB-128497","GR-C144704-GO8"
"DE-NEV-433398","GR-C145057-WI8"
"DE-PSI-328932","GR-C145057-WI8"
"PL-DCL-375761","GR-C145057-WI8"
"RU-AFP-229303","GR-C145057-WI8"
"ES-RCI-755079","GR-C156915-RA6"
"GB-PGR-265834","GR-C156915-RA6"
"DE-2GG-749422","GR-C158096-CO2"
"DE-ANT-460128","GR-C158096-CO2"
"GB-NOT-627866","GR-C158096-CO2"
"BG-AVA-233971","GR-C158768-ZI3"
"PL-BGI-238812","GR-C158768-ZI3"
"RU-SUP-640063","GR-C158768-ZI3"
"IT-MOR-523639","GR-C163538-BE8"
"ES-SOT-942791","GR-C168227-JO5"
"RU-IRA-512562","GR-C168227-JO5"
"DE-ITA-616606","GR-C168943-WI2"
"ES-LSP-276782","GR-C168943-WI2"
"GB-LAP-620375","GR-C168943-WI2"
"LV-AYE-751580","GR-C168943-WI2"
"RO-ABR-546213","GR-C168943-WI2"
"IE-TWT-435819","GR-C176301-DU2"
"PL-ASA-213688","GR-C176301-DU2"
"PL-PRA-757915","GR-C176301-DU2"
"IT-STS-767549","GR-C178139-PI3"
"DE-BLO-358828","GR-C179113-RA8"
"FR-DER-181086","GR-C179113-RA8"
"GB-CBA-886683","GR-C179113-RA8"
"PT-TSR-953035","GR-C179113-RA8"
"RU-8AH-284801","GR-C179113-RA8"
"FR-HAR-518746","GR-C185229-BR2"
"GB-SLB-612373","GR-C185229-BR2"
"RU-TCA-108989","GR-C185229-BR2"
"UA-ABE-668114","GR-C185229-BR2"
"AT-VIO-100054","GR-C190577-GO0"
"FR-TLE-297798","GR-C190577-GO0"
"IE-OAO-570994","GR-C197499-DA2"
"PL-TAN-359427","GR-C197499-DA2"
"RU-OBL-493972","GR-C197499-DA2"
"RU-ATM-816232","GR-C227896-RE1"
"RU-IRA-512562","GR-C227896-RE1"
"DE-POS-834243","GR-C229217-HE0"
"DE-ROU-912978","GR-C229217-HE0"
"ES-CHI-927379","GR-C229781-RA2"
"RU-PBO-880358","GR-C229781-RA2"
"PL-CRT-864116","GR-C230534-RI4"
"RU-AFP-229303","GR-C230534-RI4"
"RU-TPA-564853","GR-C230534-RI4"
"DE-IIX-412314","GR-C234488-MI1"
"ES-CTT-151183","GR-C234488-MI1"
"DE-MVO-922088","GR-C240817-WA2"
"DE-THT-699156","GR-C240817-WA2"
"RU-TVU-955315","GR-C240817-WA2"
"RU-DGE-880046","GR-C241016-GA6"
"ES-TBE-452899","GR-C242886-WA5"
"ES-EMQ-319208","GR-C245351-GO5"
"RU-LTT-508757","GR-C245351-GO5"
"RU-STA-107735","GR-C245351-GO5"
"FR-KOT-621289","GR-C262287-FO1"
"RU-IRA-512562","GR-C262287-FO1"
"ES-SUI-352055","GR-C265098-WI7"
"UA-ALA-391528","GR-C265098-WI7"
"CH-ELA-646716","GR-C275645-LO9"
"DE-ATF-423109","GR-C275645-LO9"
"RO-MUR-159548","GR-C275645-LO9"
"RU-CUR-364513","GR-C275645-LO9"
"RU-SOU-734674","GR-C275645-LO9"
"RU-RUN-256242","GR-C278617-MA8"
"PL-WT4-486492","GR-C298848-RU4"
"RU-BOT-746129","GR-C298848-RU4"
"DE-2GG-749422","GR-C302750-HA4"
"GB-EXO-326459","GR-C302750-HA4"
"RU-SOT-422534","GR-C302750-HA4"
"BA-DVU-307138","GR-C303173-WH3"
"CZ-ETW-202622","GR-C303173-WH3"
"IT-TKA-831024","GR-C303173-WH3"
"RU-AEO-327103","GR-C303173-WH3"
"PT-TSR-953035","GR-C314757-KE7"
"BA-DVU-307138","GR-C328675-ST0"
"FR-HAR-518746","GR-C328675-ST0"
"IE-NTM-823569","GR-C328675-ST0"
"RU-TBB-408830","GR-C328675-ST0"
"RU-TSS-250757","GR-C328675-ST0"
"DE-ARO-587575","GR-C329676-RO4"
"GB-LAT-121686","GR-C329676-RO4"
"RO-GRO-992476","GR-C329676-RO4"
"IE-TWT-435819","GR-C332113-SH3"
"RU-BFA-424299","GR-C332113-SH3"
"RU-ROL-406224","GR-C332113-SH3"
"RU-OBL-493972","GR-C343064-PA2"
"GB-THO-657717","GR-C343121-HO2"
"RU-ATM-816232","GR-C343121-HO2"
"ES-OB4-889153","GR-C343420-HI6"
"PL-CAS-591508","GR-C343420-HI6"
"DE-YFH-342760","GR-C347579-VA0"
"ES-CTT-151183","GR-C347579-VA0"
"DE-PSI-328932","GR-C351265-BR0"
"ES-COO-951075","GR-C351265-BR0"
"RU-BOT-746129","GR-C351265-BR0"
"RU-TBL-585401","GR-C351265-BR0"
"BG-BOT-940919","GR-C351332-ST2"
"FR-HHU-375623","GR-C351332-ST2"
"RU-MMO-449653","GR-C351332-ST2"
"RU-TDC-278194","GR-C351332-ST2"
"RU-TGP-497506","GR-C351332-ST2"
"ES-DIA-368583","GR-C357864-MO7"
"RO-GKM-869992","GR-C357864-MO7"
"RU-HOL-613676","GR-C357864-MO7"
"RU-MDE-694495","GR-C357864-MO7"
"IT-PAR-729452","GR-C359135-LE5"
"DE-LDE-652041","GR-C361987-LE9"
"PL-TST-442034","GR-C370149-CO8"
"UA-STA-684829","GR-C375415-RY4"
"ES-MET-176691","GR-C380850-HE0"
"FR-HHU-375623","GR-C380850-HE0"
"PL-TJT-802566","GR-C380850-HE0"
"RU-KAX-469373","GR-C380850-HE0"
"DE-LDE-652041","GR-C391166-RI8"
"DE-SAN-206042","GR-C391166-RI8"
"RU-AFP-229303","GR-C391166-RI8"
"RU-CTH-807283","GR-C391166-RI8"
"GB-ICH-533332","GR-C402164-DI2"
"IT-SMI-464390","GR-C402164-DI2"
"RU-RDO-954064","GR-C402164-DI2"
"DE-HOT-913774","GR-C411602-HA9"
"IT-ABA-777311","GR-C411602-HA9"
"BG-SBJ-718045","GR-C424833-PO5"
"BA-DVU-307138","GR-C426852-BA4"
"IT-WHO-518855","GR-C426852-BA4"
"MD-BAT-454391","GR-C426852-BA4"
"RU-DON-298848","GR-C426852-BA4"
"RU-HEL-130979","GR-C426852-BA4"
"DE-ITA-616606","GR-C438949-BR3"
"DE-SAE-569015","GR-C438949-BR3"
"GB-SSH-414467","GR-C438949-BR3"
"UA-LAN-667093","GR-C438949-BR3"
"FR-FOA-322759","GR-C456767-PA9"
"UA-LAN-667093","GR-C456767-PA9"
"BY-ANA-641524","GR-C457064-BU9"
