"company_id","shareholder_id"
"GB-1XX-977806",32
"RU-BEY-317254",32
"RU-GRA-617340",32
"RU-OCO-963076",32
"UA-RDO-539838",32
"RO-GKM-869992",33
"DE-TSS-486618",34
"FR-ILL-421940",34
"GB-TUC-814471",34
"DE-HCH-524137",35
"ES-RCI-755079",35
"NL-BTB-369058",35
"BY-LIS-848091",36
"GB-FHO-155437",36
"RU-HBT-175115",36
"RU-LAL-838636",36
"RU-TPA-564853",36
"UA-SGS-971445",36
"DE-TPA-874034",37
"GB-BTA-447040",37
"GB-HBS-847321",37
"ES-DNO-519937",38
"GB-TCL-703003",38
"PL-CAS-591508",38
"RU-KMH-802646",38
"ES-DMI-747289",39
"HU-WYW-364814",39
"ES-COO-951075",40
"GB-ICH-533332",40
"PL-SDR-195740",40
"DE-ATF-423109",41
"RU-GRA-617340",41
"ES-WLH-342597",42
"GB-ROC-410090",42
"IT-PRE-741420",42
"RO-RUM-318325",42
"UA-TVR-736512",42
"DE-CUT-424998",43
"ES-BTR-416544",43
"GB-BTR-920811",43
"UA-TBO-562872",43
"DE-COR-550947",44
"GB-RN1-292054",44
"RU-SOT-422534",44
"UA-TMO-995617",44
"BA-KOT-640694",45
"BE-GRA-946833",45
"DE-ENT-953119",45
"ES-RSO-434471",45
"PL-3FH-280058",45
"RO-AWE-275718",45
"RU-JWH-805577",45
"UA-ITI-108374",45
"DE-HCH-524137",46
"ES-GOO-221536",46
"GB-OXY-389303",46
"PL-ASA-213688",46
"RU-MDE-694495",46
"RU-SOT-422534",46
"RU-EBA-434047",47
"ES-NMT-393167",48
"RU-BOB-128497",48
"RU-PBO-880358",48
"UA-RAP-349757",48
"UA-WIT-688177",48
"BG-MOO-113770",49
"ES-GHO-225479",49
"GR-TIW-788339",49
"RU-BDB-149995",49
"RU-TVU-955315",49
"DE-POS-834243",50
"DE-TSS-486618",50
"ES-AFT-628999",50
"ES-HMD-721254",50
"GB-THO-657717",50
"RU-SLE-864735",50
"DE-CAL-961174",51
"RU-7GB-122138",51
"RU-SAW-498345",51
"GB-OXY-389303",52
"GB-TAP-712392",52
"RU-TBL-585401",52
"DE-EAG-908687",53
"DE-ENT-953119",53
"DE-FEI-236651",53
"ES-FYP-576992",53
"IT-PRE-741420",53
"RU-TBL-585401",53
"RU-PLI-594922",54
"RU-WGO-913070",54
"BG-MOO-113770",55
"DE-PSI-328932",55
"FR-SOL-569562",55
"PL-LAO-317239",55
"XK-TBE-784118",55
"BE-JIS-419372",56
"IT-198-362808",56
"RU-MBD-961987",56
"GB-CBA-886683",57
"IT-ABA-777311",57
"DE-TBO-328344",58
"RU-EBA-434047",58
"ES-ARU-643910",59
"IT-RHE-778165",59
"PL-MFT-664159",59
"RU-VHA-377539",59
"UA-ALA-391528",59
"GB-CIT-794691",60
"PT-MEZ-737565",60
"ES-DNA-331858",61
"GB-LAT-519568",61
"RO-GRO-992476",61
"ES-RCI-755079",62
"FI-CRC-402750",62
"RO-ABR-546213",62
"RU-DGE-880046",62
"DE-SSO-986668",63
"DE-MMA-346396",64
"ES-FYP-576992",64
"RU-HLR-863609",64
"RU-MOT-897893",64
"UA-SGS-971445",64
"DE-SAE-569015",65
"ES-RSO-434471",65
"GB-NOT-627866",65
"GB-IDN-332370",66
"GB-NOT-627866",66
"RU-SLE-864735",66
"UA-FAI-466455",66
"BE-GRA-946833",67
"DE-WAL-133432",67
"GB-LAT-121686",67
"RU-CON-338875",67
"RU-MPI-622201",67
"RU-PBO-880358",67
"RU-TIB-520617",67
"UA-TCH-628237",67
"BE-JIS-419372",68
"BG-BOT-940919",68
"DE-FEI-236651",68
"ES-OB4-889153",69
"GB-THR-122544",69
"GR-DUM-534185",69
"UA-RFI-326760",69
"DE-ARO-587575",70
"IT-NYD-347720",70
"RU-WGO-913070",70
"BA-CAD-147381",71
"DE-NEV-433398",71
"GB-SLB-612373",71
"IE-BLU-333411",71
"RU-IRA-512562",71
"RU-TBA-289699",71
"AT-LAD-707649",72
"DE-WHO-149643",72
"GB-SSH-414467",72
"RU-DGE-880046",72
"RU-TTW-767791",72
"ES-SMO-557556",73
"AT-TGT-268399",74
"ES-BLA-843534",74
"FR-WIL-368540",74
"IT-LIB-957530",74
"RU-DON-298848",74
"DE-21X-625132",75
"IE-BLU-333411",75
"IT-MOR-523639",75
"RO-PMO-847190",75
"RU-DGE-880046",75
"RU-LTT-508757",75
"BG-BOT-940919",76
"NL-CME-566682",76
"RU-LZI-571123",76
"RU-TFA-444503",76
"AT-TGT-268399",77
"DE-MVO-922088",77
"PL-CAS-591508",77
"RU-TCH-518347",77
"ES-BBR-879261",78
"FR-FMF-295274",78
"FR-STI-442645",78
"RU-DAM-614580",78
"RU-GRA-617340",78
"DE-RIL-486985",79
"DE-SPL-591174",79
"IT-WHO-518855",79
"RU-DOO-383659",79
"UA-IWT-764180",79
"DE-TSS-486618",80
"IT-MOR-523639",80
"PL-EPT-256189",80
"UA-FLY-369859",80
"ES-CTT-151183",81
"GB-HLA-581174",82
"IT-WHO-518855",82
"RU-CTH-807283",82
"SE-OTW-235737",82
"IE-BLU-333411",83
"PT-AMX-860648",83
"BE-EIT-499285",84
"BE-SPI-852086",84
"DE-TWO-195605",84
"FR-MTM-832760",84
"ES-CSA-653454",85
"RU-DOO-383659",85
"DE-TPA-874034",86
"IE-OAO-570994",86
"RU-UVI-225207",86
"ES-RDI-718028",87
"BG-TIC-119777",88
"DE-PSI-328932",88
"FR-TMM-973327",88
"UA-FAI-466455",88
"DE-TCI-824729",89
"IT-PAR-729452",89
"RO-ABR-546213",89
"RU-LOA-125695",89
"BE-GRA-946833",90
"CZ-ETW-202622",90
"IT-GST-775188",90
"NL-BTB-369058",90
"PL-SDR-195740",90
"GB-EXO-326459",91
"GB-PTF-888947",91
"SI-TDO-245532",91
"IT-LEM-769747",92
"RU-END-623121",92
"RU-TBA-190700",92
"DE-TSS-486618",93
"DE-WLA-579409",93
"ES-4DE-741537",93
"ES-RCI-755079",93
"RO-RUM-318325",93
"RU-TFA-444503",93
"ES-BLI-661584",94
"ES-TBP-422860",94
"HU-6LS-982195",94
"RO-GKM-869992",94
"UA-RDO-539838",94
"AT-TDS-702180",95
"DE-ATF-423109",95
"ES-HMD-721254",95
"ES-OB4-889153",95
"CH-IYR-809170",96
"PL-TJT-802566",96
"CZ-BRI-957762",97
"DE-HCH-524137",97
"RU-OCO-963076",97
"RU-TFA-444503",97
"ES-OB4-889153",98
"NL-TEN-641265",98
"RU-MMO-449653",98
"RU-TVU-955315",98
"RU-WLR-109056",98
"BA-CAD-147381",99
"DE-NHO-177564",99
"ES-BBA-402355",99
"IT-AKN-540970",99
"IT-DAM-423586",99
"RU-MAD-277696",99
"RU-MBD-961987",99
"RU-TCA-108989",99
"DE-WAL-133432",100
"DE-WDE-415347",100
"ES-TB--457060",100
"PL-TJT-802566",100
"RU-BME-649961",100
"CZ-WAT-296106",101
"DE-2GG-749422",101
"GB-HCA-419070",101
"GB-PGR-265834",101
"RO-TRA-470014",101
"RU-MBD-961987",101
"CZ-ALI-120965",102
"DE-AFD-486285",102
"PL-UPL-220633",102
"DE-BTW-837172",103
"RU-SOM-879691",103
"RU-TDS-120763",103
"DE-RIL-486985",104
"RU-JWH-805577",104
"ES-BBR-879261",105
"NO-SRO-459373",105
"RU-UVI-225207",105
"ES-LZI-162735",106
"GB-BTR-920811",106
"GB-CLO-512917",106
"GB-LAP-620375",106
"IT-PAR-729452",106
"PL-LAO-317239",106
"PL-VOO-323362",106
"RU-SUP-640063",106
"RU-TBA-289699",106
"BG-MOO-113770",107
"NO-SCO-641719",107
"DE-TCI-824729",108
"GB-HCT-725079",108
"RU-SSO-112097",108
"LT-TSR-356241",109
"PL-TJT-802566",109
"RO-RUM-318325",110
"RS-HDN-717592",110
"RU-DIS-289725",110
"IE-PAR-637375",111
"BE-JIS-419372",112
"BG-SBJ-718045",112
"RU-ACT-852117",112
"RU-TDC-278194",112
"DE-TWO-195605",113
"PL-BIA-774100",113
"PL-HOM-247526",113
"RU-MOT-897893",113
"RU-NFR-696385",113
"RU-OCO-963076",113
"FR-ILL-421940",114
"IT-MOR-523639",114
"RU-7GB-122138",114
"RU-RAM-347640",115
"UA-LAN-667093",115
"GB-TCL-703003",116
"IT-ROM-192124",116
"GB-FHO-155437",117
"RU-OCO-963076",117
"RU-RTR-422462",117
"ES-BFI-842081",118
"RO-RUM-318325",118
"RU-SOX-610412",118
"DE-FCH-897160",119
"RU-RAM-347640",119
"DE-21X-625132",120
"RU-WLR-109056",120
"FR-ILL-421940",121
"PL-HOM-247526",121
"IT-RHE-778165",122
"PL-3FH-280058",122
"RU-FLI-705823",122
"GB-RN1-292054",123
"HU-JAI-577187",123
"RO-GKM-869992",123
"RU-AFP-229303",123
"RU-TPA-564853",123
"BG-AVA-233971",124
"DE-AFD-486285",124
"DE-ANT-460128",124
"ES-CTT-151183",124
"FR-STI-442645",124
"PL-ATG-797053",125
"RU-KOB-710456",125
"RU-SOU-734674",125
"DE-CAW-858579",126
"RU-TTN-391748",126
"ES-DEL-813896",127
"GB-BTR-920811",127
"PL-BTM-380876",127
"RO-KAL-212770",127
"DE-TBO-328344",128
"RU-BME-649961",128
"ES-SMO-557556",129
"RU-BEY-317254",129
"DE-CAL-961174",130
"PL-VOO-323362",130
"UA-MIT-591104",130
"DE-BSS-508161",131
"DE-NEV-433398",131
"DK-IMA-560238",131
"PL-CRT-864116",131
"RU-AGW-290494",131
"RU-TIB-520617",131
"ES-DMI-747289",132
"PL-TAN-359427",132
"DE-TYM-359438",133
"RU-AGW-290494",133
"RU-LAT-563253",133
"CZ-BOO-878977",134
"GB-LAT-121686",134
"IT-RHE-778165",134
"MD-BAT-454391",134
"DE-WHO-149643",135
"ES-WLH-342597",135
"RU-LRE-549891",135
"SI-TDO-245532",135
"DE-FEI-236651",136
"UA-RED-241200",136
"GB-EKT-361336",137
"RU-ROL-406224",137
"RU-SOT-422534",137
"GR-DUM-534185",138
"IT-LCA-292029",138
"IT-ROM-192124",138
"RO-KAL-212770",138
"RU-RAM-347640",138
"UA-RAP-349757",138
"RU-LIB-326616",139
"UA-AID-421229",139
"BE-GRA-946833",140
"ES-LTI-855912",140
"FI-DOS-140155",140
"FR-WIL-368540",140
"DE-RHS-331070",141
"FR-WIL-368540",141
"HU-TCA-514766",141
"IT-NYD-347720",141
"AT-VIO-100054",142
"DE-ARU-233436",142
"RO-CAF-452253",142
"RU-BDB-149995",142
"RU-CCA-375699",142
"RU-DOG-454748",142
"RU-GTA-713661",142
"UA-ALA-391528",142
"BG-TFB-245839",143
"DE-TWS-727312",143
"DE-WNE-490078",143
"FR-MTM-832760",143
"GB-RTD-848821",143
"IT-SCL-529747",144
"UA-LAN-667093",144
"FR-SOL-569562",145
"GB-PTE-788534",145
"GB-RTD-848821",146
"IT-SCL-529747",146
"RU-IRA-512562",146
"IT-GIT-729272",147
"DE-POS-834243",148
"MK-CUR-877444",148
"RO-TST-562263",148
"GB-LWI-348320",149
"ES-ARU-643910",150
"ES-TBP-422860",150
"IE-PAR-637375",150
"RU-AGW-290494",150
"RU-PIF-210934",150
"RU-TDS-120763",150
"FR-DER-181086",151
"GB-GYB-303030",151
"RU-BEY-317254",151
"RU-SUP-640063",151
"ES-RIS-408332",152
"IT-PRE-741420",152
"RO-PMO-847190",152
"UA-HOR-274923",152
"ES-RIS-408332",153
"IT-PRE-741420",153
"PL-SDR-195740",153
"RU-KAX-469373",153
"RU-MPI-622201",153
"RU-TTW-767791",153
"BY-PSO-262273",154
"GB-GYB-303030",154
"PL-BIA-774100",154
"UA-IWT-764180",154
"DE-MSK-375153",155
"RS-HDN-717592",155
"UA-EAT-819575",155
"BG-TIC-119777",156
"ES-XXX-737676",156
"FI-CRC-402750",156
"GB-TFT-749223",157
"DE-ARO-587575",158
"DE-ARU-233436",158
"GB-IDN-332370",158
"NL-HOL-596118",158
"RU-DOG-454748",158
"RU-SLE-864735",158
"RU-TBO-856773",158
"RU-TTW-767791",158
"FR-FTA-989976",159
"RU-LAT-563253",159
"ES-COO-951075",160
"RO-ABA-923219",160
"ES-TMC-307992",161
"RU-DON-298848",161
"RU-TBA-190700",161
"GB-TAP-712392",162
"RU-BFA-424299",162
"ES-LEA-459309",163
"IT-PAR-729452",163
"UA-TBO-562872",163
"IT-ABA-777311",164
"DE-COR-550947",165
"GB-HCT-725079",165
"BG-TIC-119777",166
"RU-AEO-327103",166
"RU-LAT-563253",166
"RU-TBA-289699",166
"ES-CTT-151183",167
"PL-WT4-486492",167
"DE-HOT-913774",168
"FR-HAR-518746",168
"GB-ROC-410090",168
"IT-LCA-292029",168
"DE-PSI-328932",169
"ES-GHO-225479",169
"GB-NAN-491704",169
"XK-TBE-784118",169
"DE-RIL-486985",170
"GB-BTA-447040",170
"PL-ASA-213688",170
"PL-UPL-220633",170
"RU-MPI-622201",170
"DE-POS-834243",171
"ES-RDI-718028",171
"IT-STS-767549",171
"PL-3FH-280058",171
"CH-IYR-809170",172
"ES-WLH-342597",172
"RU-SFI-123652",172
"RU-OBL-493972",173
"GB-TEO-401381",174
"PL-CRT-864116",174
"PL-MFT-664159",174
"PL-UPL-220633",174
"CZ-BOO-878977",175
"DE-AQU-240667",175
"DE-BLO-358828",175
"GB-BSU-386666",175
"ES-FYP-576992",176
"FR-TCD-848784",176
"GR-DUM-534185",176
"RU-ROL-406224",176
"PT-TSR-953035",177
"RU-TBA-289699",177
"RU-TBL-585401",177
"DE-FEI-236651",178
"DE-WLA-579409",178
"ES-DMI-747289",179
"RU-WLR-109056",179
"RU-WZO-122468",179
"BE-JIS-419372",180
"ES-GRA-721781",180
"IT-WAT-427327",180
"RU-BDB-149995",180
"RU-JWH-805577",180
"RU-LAT-563253",180
"FR-YEE-660260",181
"IT-DAM-423586",181
"RU-LAL-838636",181
"DE-COR-550947",182
"DE-FTT-716277",182
"GB-LAT-121686",182
"RU-TBA-289699",182
"DE-2GG-749422",183
"GB-HLA-581174",183
"GB-TUC-814471",183
"RU-CON-338875",183
"DE-YFH-342760",184
"GR-DUM-534185",184
"MD-199-216432",184
"BE-JIS-419372",185
"GB-EIG-131181",185
"GB-NAN-491704",185
"UA-RAP-349757",185
"DE-AQU-240667",186
"DE-IIX-412314",186
"DE-NHO-177564",186
"ES-TBP-422860",186
"RO-CMW-241359",186
"UA-EAT-819575",186
"ES-LSP-276782",187
"DE-ARO-587575",188
"MD-BAT-454391",188
"PL-ASA-213688",188
"RU-DON-298848",188
"DE-NHO-177564",189
"ES-BTR-416544",189
"RU-CUR-364513",189
"FI-DOS-140155",190
"IT-RHE-778165",190
"UA-ALA-391528",190
"XK-TBE-784118",190
"FR-X10-654962",191
"PL-LAO-317239",191
"RU-MAU-439970",191
"RU-NFR-696385",191
"DE-LDE-652041",192
"ES-DMI-747289",192
"GB-TCL-703003",192
"PL-TJT-802566",192
"RU-RUN-256242",192
"RU-SFI-123652",192
"RU-TSO-905732",192
"ES-COO-951075",193
"ES-GRA-721781",193
"FR-DTT-756585",193
"DE-SAN-206042",194
"PL-SDR-195740",194
"RU-AOS-967411",194
"XK-TBE-784118",194
"DE-RIL-486985",195
"ES-IYF-959879",195
"ES-TBP-422860",196
"IT-AKN-540970",196
"IT-LCA-292029",196
"FR-KOT-621289",197
"GB-RTD-848821",197
"PL-ATG-797053",197
"RO-TST-562263",197
"RU-STA-107735",197
"ES-EMQ-319208",198
"ES-RDI-718028",198
"GB-CBA-886683",198
"UA-RED-241200",198
"DE-CAL-961174",199
"DE-LOW-204855",199
"DE-ROU-912978",199
"ES-LTI-855912",199
"ES-NDR-744915",199
"NL-CME-566682",199
"PL-EPT-256189",199
"RU-LIB-326616",199
"PL-BIA-774100",200
"RU-TBA-289699",200
"UA-MIT-591104",200
"DE-WLA-579409",201
"RU-BLA-713991",201
"RU-RTR-422462",201
"DE-THT-699156",202
"FR-TCD-848784",202
"RU-COM-116698",202
"RU-MDE-694495",202
"DE-MMA-346396",203
"GB-WTB-237769",203
"RU-IUT-295826",203
"RU-PBO-880358",203
"UA-STA-684829",203
"BE-SPI-852086",204
"GB-CIT-794691",204
"RU-DIS-289725",204
"RU-TCA-108989",204
"UA-WIT-688177",204
"DE-NHO-177564",205
"NL-WTS-122784",205
"PL-BIA-774100",205
"RU-PIF-210934",205
"RU-RTR-422462",205
"UA-STA-684829",205
"IT-PAR-729452",206
"UA-TLO-470936",206
"ES-COO-951075",207
"FR-YEE-660260",207
"XK-TBE-784118",207
"DE-TBO-328344",208
"DE-TWO-195605",208
"GR-DUM-534185",208
"MK-CUR-877444",208
"RU-EBA-434047",208
"BE-GRA-946833",209
"IT-LCA-292029",209
"RU-RDO-954064",209
"DE-ITA-616606",210
"GB-HCA-419070",210
"RU-TBA-190700",210
"ES-CTT-151183",211
"FR-FOA-322759",211
"GB-EXO-326459",211
"RU-RAM-235343",211
"UA-WOL-766012",211
"AT-FEM-585738",212
"DE-TSS-486618",212
"DE-YFH-342760",212
"IT-RAM-436060",212
"RU-AGW-290494",212
"BY-LIS-848091",213
"ES-EMQ-319208",213
"GB-LPP-103521",213
"PL-PRA-757915",213
"ES-TBP-422860",214
"FR-FTA-989976",214
"GB-BTA-447040",214
"PL-UPL-220633",214
"RO-MUR-159548",214
"RU-TIB-520617",214
"GB-CIT-794691",215
"IE-TWT-435819",215
"RU-CLO-319040",215
"RU-END-623121",215
"RU-ESH-122359",215
"RU-TDS-120763",215
"FR-DER-181086",216
"FR-SOL-569562",216
"IT-MOR-523639",216
"RU-TDS-120763",216
"ES-TBE-452899",217
"FR-HDO-349256",217
"RU-TDS-120763",217
"UA-RFI-326760",217
"UA-SGS-971445",217
"GB-PGR-265834",218
"PL-VOO-323362",218
"RU-BIT-641141",218
"RU-OBL-493972",218
"UA-AJA-935443",218
"DE-TYM-359438",219
"ES-GRA-721781",219
"IT-OTB-377611",219
"RO-TST-562263",219
"RU-CTH-807283",219
"BA-CAD-147381",220
"DE-PSY-801686",220
"DE-TWO-195605",220
"ES-RDI-718028",220
"PL-MFT-664159",220
"RU-BEY-317254",220
"UA-IWT-764180",220
"BG-BOT-940919",221
"MK-CUR-877444",221
"RU-TCA-108989",221
"BE-EIT-499285",222
"DE-NHO-177564",222
"RU-DOG-454748",222
"RU-SOX-610412",222
"UA-STA-684829",222
"CZ-BOO-878977",223
"FR-ILL-421940",223
"BE-GRA-946833",224
"PL-ATG-797053",224
"RU-IRA-512562",224
"RU-SAW-498345",224
"BE-SPI-852086",225
"PL-TJT-802566",225
"RU-VHA-377539",225
"CZ-LGI-326032",226
"DE-PC&-776539",226
"GB-BTR-920811",226
"GB-LAT-121686",226
"PL-UPL-220633",226
"RU-OCO-963076",226
"RU-SOX-610412",226
"PL-ASA-213688",227
"RU-BDB-149995",227
"RU-BFA-424299",227
"RU-LAL-838636",227
"RU-TPA-564853",228
"XK-TBE-784118",228
"FR-STI-442645",229
"GB-TFT-749223",229
"PL-WT4-486492",229
"DE-EAG-908687",230
"DE-FCH-897160",230
"IT-SCR-834247",230
"NL-BTB-369058",230
"CZ-LGI-326032",231
"ES-AFT-203781",231
"GB-SYN-534717",231
"PL-CAS-591508",231
"RU-SOT-422534",231
"RU-TTW-767791",231
"RU-WZO-122468",231
"BA-CAD-147381",232
"DE-ARU-233436",232
"FR-ITW-179844",232
"RU-OBL-493972",232
"BA-CAD-147381",233
"CZ-BRI-957762",233
"ES-BTR-416544",233
"FR-FMF-295274",233
"RU-BME-649961",233
"RU-DOO-383659",233
"UA-RDO-539838",233
"UA-RFI-326760",233
"DE-SIT-785942",234
"DE-YFH-342760",234
"GB-TCL-703003",234
"AT-FEM-585738",235
"FR-HAR-518746",235
"DE-21X-625132",236
"DE-PSI-328932",236
"DE-SAE-569015",236
"IE-TWT-435819",236
"ES-NMT-393167",237
"RU-HEL-130979",238
"RU-TSS-250757",238
"ES-LZI-162735",239
"BG-MOO-113770",240
"ES-AFT-628999",240
"ES-CSA-653454",240
"GB-LAP-620375",240
"RU-ESH-122359",240
"PL-PRA-757915",241
"UA-RFI-326760",241
"GB-TEO-401381",242
"PT-TWA-162638",242
"RO-PMO-847190",242
"RU-WLR-109056",242
"BE-GRA-946833",243
"DE-CAW-858579",243
"IT-DAM-423586",243
"NL-TWO-160939",243
"DE-NHO-177564",244
"IT-SMI-464390",244
"PL-SOS-952851",244
"ES-BFI-842081",245
"ES-LSP-276782",245
"IE-PAR-637375",245
"ES-BTR-416544",246
"IT-MOR-523639",246
"NL-TWO-160939",246
"BA-DVU-307138",247
"GB-LAT-121686",247
"GB-TDI-448799",247
"IE-BLU-333411",247
"MD-199-216432",247
"MK-CUR-877444",247
"RU-DIM-486956",247
"GB-CIT-794691",248
"RU-BOB-128497",248
"RU-CCA-375699",248
"GB-LAT-121686",249
"PL-EPT-256189",249
"IT-NYD-347720",250
"PL-CAS-591508",250
"PL-PRA-757915",250
"RU-MOT-897893",250
"RU-SMA-201897",250
"RU-TME-403582",250
"ES-NDR-744915",251
"DE-ANT-460128",252
"DE-FCH-897160",252
"DE-MBR-652754",252
"GB-LPP-103521",252
"RU-CCA-375699",252
"RU-RAM-347640",252
"RU-TSO-905732",252
"BE-JIS-419372",253
"DK-IMA-560238",253
"GB-BSU-386666",253
"RU-BFA-424299",253
"RU-LOV-726621",253
"CH-IYR-809170",254
"DE-FTT-716277",254
"RU-MBD-961987",254
"RU-TPA-564853",254
"DE-NHO-177564",255
"PL-HOM-247526",255
"RU-TPA-564853",255
"GB-SSH-414467",256
"IT-LCA-292029",256
"RO-KAL-212770",256
"RU-BIT-641141",256
"DE-SAN-206042",257
"ES-AFT-628999",257
"RU-ESH-122359",257
"DK-IMA-560238",258
"FR-WIL-368540",258
"GB-LAP-620375",258
"RU-ATM-816232",258
"CZ-BRI-957762",259
"GB-HCT-725079",259
"RU-PIF-210934",259
"RU-TBA-190700",259
"RU-WGO-913070",259
"BY-LIS-848091",260
"RU-CTH-807283",260
"BE-JIS-419372",261
"GB-BTA-447040",261
"PL-PRA-757915",261
"ES-ANT-312143",262
"ES-SSU-717510",262
"LT-TSR-356241",262
"RU-AOS-967411",262
"CH-ELA-646716",263
"DE-CAL-961174",263
"GB-LAP-620375",263
"GB-TDI-448799",263
"GB-WTB-237769",263
"DE-THT-699156",264
"ES-AFT-628999",264
"IE-TWT-435819",264
"RU-BEY-317254",264
"RU-TBA-289699",264
"UA-ITI-108374",264
"UA-TTR-938415",264
"DE-2GG-749422",265
"ES-GHO-225479",265
"GB-EXO-326459",265
"RU-DAM-614580",265
"CH-ODE-629099",266
"ES-4DE-741537",266
"BA-DVU-307138",267
"GB-CIT-794691",267
"IE-NTM-823569",267
"IT-OTB-377611",267
"BY-PSO-262273",268
"ES-ARU-643910",268
"GB-JLP-547115",268
"GB-PTE-788534",268
"RU-LAT-563253",268
"UA-HOR-274923",268
"ES-AST-619513",269
"PL-DCL-375761",269
"SK-TRA-454715",269
"UA-ITI-108374",269
"ES-LZI-162735",270
"ES-SGI-342103",270
"IT-LEM-769747",270
"IT-PAR-729452",270
"PL-TJT-802566",270
"ES-CSA-653454",271
"ES-BTR-416544",272
"GB-BSU-386666",272
"GB-NOT-627866",272
"UA-RDO-539838",272
"BE-EIT-499285",273
"GB-SYN-534717",273
"RU-PBO-880358",273
"RU-SLE-864735",273
"UA-IWT-764180",273
"FR-MTM-832760",274
"PT-AMX-860648",274
"RU-PLI-594922",274
"DE-HCH-524137",275
"DE-IIX-412314",275
"ES-DMI-747289",275
"PL-TJT-802566",275
"DE-AQU-240667",276
"DE-IIX-412314",276
"NL-TEN-641265",276
"RU-DOO-383659",276
"RU-SOT-422534",276
"DE-SAN-206042",277
"ES-HMD-721254",277
"ES-OB4-889153",277
"GB-EXO-326459",277
"IT-WHO-518855",277
"DE-LOW-204855",278
"DE-RIL-486985",278
"PL-ATG-797053",278
"RU-GRA-617340",278
"RU-JWH-805577",278
"RU-TDC-278194",278
"BG-JPR-635280",279
"DE-HCH-524137",279
"HU-TCA-514766",279
"RU-END-623121",279
"RU-LAL-838636",279
"UA-WOL-766012",279
"DE-ARU-233436",280
"DE-WDE-415347",280
"IE-TWT-435819",280
"RU-KAX-469373",280
"RU-RAM-235343",280
"RU-WWA-902540",280
"GB-HCA-419070",281
"RO-CMD-837076",281
"RU-DON-298848",281
"RU-IRA-512562",281
"RU-LAL-838636",281
"XK-TBE-784118",281
"ES-BFI-842081",282
"FR-X10-654962",282
"PL-TST-442034",282
"RU-SNF-819623",282
"DE-TOM-773438",283
"ES-NDR-744915",283
"GB-PGR-265834",283
"GB-SSH-414467",283
"RU-IRA-512562",283
"DE-ATF-423109",284
"DE-THT-699156",284
"ES-AST-619513",284
"GB-TVU-478654",285
"NO-MSI-983820",285
"PL-DCL-375761",285
"RU-BDB-149995",285
